timestamp,user,category,application,event_type,event_relevance,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full,screenshot
2026-01-21T11:31:01.695,n9556494,Browser,Edge,paste,,,,"John
2026-01-21T11:31:02.899,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,0VCc6,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,0VCc6,,John,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelFirstName', 'id': '0VCc6', 'name': '0VCc6', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""0VCc6"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[7]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-02_dc0e4aba3e614e76d8d595a2ce51623cce07d248f5a715a8b8ba54fa9db848b9.png
2026-01-21T11:31:03.581,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,Smith,B2,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-03_2897cc7399e79e675f97059f3268a762848e107bebbc4c8d21aa60a2c13c0306.png
2026-01-21T11:31:06.865,n9556494,Browser,Edge,clickTextField,,,,,"1518,436",,,,,,,,,,,,d1BHK,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,d1BHK,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelLastName', 'id': 'd1BHK', 'name': 'd1BHK', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""d1BHK"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[6]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-06_d825094f79a36b0b1935268cff061292ba8d80702b36fd1c5e0d8ef594884feb.png
2026-01-21T11:31:07.285,n9556494,Browser,Edge,paste,,,,"Smith
2026-01-21T11:31:08.420,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,d1BHK,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,d1BHK,,Smith,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelLastName', 'id': 'd1BHK', 'name': 'd1BHK', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""d1BHK"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[6]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-08_45723f786abd26f86e73eb251df25dda3d4811534992bfd201d5ccbfaf0db0c0.png
2026-01-21T11:31:09.129,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,IT Solutions,C2,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-09_15cf6211684b13a85385e1d3b50de44ddc3d23934d5ecd7a1207d6a3899e8df5.png
2026-01-21T11:31:11.472,n9556494,Browser,Edge,clickTextField,,,,,"1367,278",,,,,,,,,,,,V3pdB,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,V3pdB,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelCompanyName', 'id': 'V3pdB', 'name': 'V3pdB', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""V3pdB"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[1]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-11_772f10d52cd0d7af2a0d0fee1a0d1a8653ab7471eaaf8d3ff380da881e5883a9.png
2026-01-21T11:31:11.813,n9556494,Browser,Edge,paste,,,,"IT Solutions
2026-01-21T11:31:12.587,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,V3pdB,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,V3pdB,,IT Solutions,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelCompanyName', 'id': 'V3pdB', 'name': 'V3pdB', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""V3pdB"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[1]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-12_28d2db32291a7906b0ad654582e15b737852e9bb225fd1de7088430e30f6d951.png
2026-01-21T11:31:13.237,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,Analyst,D2,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-13_bc1e10d6823623178a4323de1a5668a90815c36eb20e472e02e37d0b816834a8.png
2026-01-21T11:31:15.696,n9556494,Browser,Edge,clickTextField,,,,,"1569,353",,,,,,,,,,,,8UOR2,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,8UOR2,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelRole', 'id': '8UOR2', 'name': '8UOR2', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""8UOR2"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[4]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-15_6d30eb3637d57bc1f2c08ef1b9652375fe25485e9fe7d047fefd89d1bef8c7d4.png
2026-01-21T11:31:15.963,n9556494,Browser,Edge,paste,,,,"Analyst
2026-01-21T11:31:16.781,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,8UOR2,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,8UOR2,,Analyst,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelRole', 'id': '8UOR2', 'name': '8UOR2', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""8UOR2"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[4]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-16_c49a2470898bb516132d774eea72e5f521e54c15108e3fb602b3ba0b275f3791.png
2026-01-21T11:31:17.450,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,98 North Road,E2,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-17_f7ab01a8a6d7166b1cea318edb01e838477021750246228bd8749650af741ccb.png
2026-01-21T11:31:20.209,n9556494,Browser,Edge,clickTextField,,,,,"1366,445",,,,,,,,,,,,hyvZ2,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,hyvZ2,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelAddress', 'id': 'hyvZ2', 'name': 'hyvZ2', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""hyvZ2"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[5]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-20_7fa8bd9184e293233c5b722edc820169339c0f93b3f3c62f5c5f2d7d9bbd86d5.png
2026-01-21T11:31:20.482,n9556494,Browser,Edge,paste,,,,"98 North Road
2026-01-21T11:31:21.539,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,hyvZ2,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,hyvZ2,,98 North Road,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelAddress', 'id': 'hyvZ2', 'name': 'hyvZ2', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""hyvZ2"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[5]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-21_3b19975107044018f1141c5a06aadc5d5344448841b4f964d4c10476b7738913.png
2026-01-21T11:31:22.210,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,jsmith@itsolutions.co.uk,F2,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-22_7f8d8881d6df732255379b31f6cc3ea3014e6a2dec5f1e21a75255bc8f2c0515.png
2026-01-21T11:31:23.906,n9556494,Browser,Edge,clickTextField,,,,,"1511,268",,,,,,,,,,,,F1dA8,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,F1dA8,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelEmail', 'id': 'F1dA8', 'name': 'F1dA8', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""F1dA8"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[2]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-24_b1db1fb5bb94500206aec375124a5b691f63bcc5d283e3d60ae173d6d30de591.png
2026-01-21T11:31:24.144,n9556494,Browser,Edge,paste,,,,"jsmith@itsolutions.co.uk
2026-01-21T11:31:24.967,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,F1dA8,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,F1dA8,,jsmith@itsolutions.co.uk,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelEmail', 'id': 'F1dA8', 'name': 'F1dA8', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""F1dA8"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[2]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-25_1a7357b45486d1c06cc20e17d0f879e8f35ec899be3568ca48fa597996f01f8d.png
2026-01-21T11:31:27.128,n9556494,Browser,Edge,clickTextField,,,,,"1368,358",,,,,,,,,,,,6B2sC,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,6B2sC,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelPhone', 'id': '6B2sC', 'name': '6B2sC', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""6B2sC"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[3]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-27_8a2d29bca8ae2f5b8fcf7605971b4f81e49be5834ba214fdbdaf7d5ecc3b3294.png
2026-01-21T11:31:27.395,n9556494,Browser,Edge,paste,,,,"40716543298
2026-01-21T11:31:28.194,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,6B2sC,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,6B2sC,,40716543298,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelPhone', 'id': '6B2sC', 'name': '6B2sC', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""6B2sC"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[3]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-28_6170a183cc1cca1ee42c1a2c8493f3f2ab5fa0e4633a15401f80a416296a57f9.png
2026-01-21T11:31:28.284,n9556494,Browser,Edge,submit,,,,,,,,,,,,,,,,,,,,https://rpachallenge.com/,,,,,,,,,,,,,,,,,,,,,,/html[1]/body[1]/app-root[1]/div[2]/app-rpa1[1]/div[1]/div[2]/form[1],/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-28_484b6ad6a6cda72e25376467f09a493c6e1702b23aa4f9d46f125ae66af82b6a.png
2026-01-21T11:31:28.283,n9556494,Browser,Edge,clickButton,,,,,"1362,581",,,,,,,,,,,,,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,submit,,,Submit,,,,,,"{'_ngcontent-c1': '', 'class': 'btn uiColorButton', 'type': 'submit', 'value': 'Submit', 'parentNodeTitle': ''}",/html[1]/body[1]/app-root[1]/div[2]/app-rpa1[1]/div[1]/div[2]/form[1]/input[1],/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-28_b905709bfa4d6f9abfc179eca1f58e21e53a0cd7926aea47fd6281629d610add.png
2026-01-21T11:31:30.608,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,Jane,A3,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-30_18f014caa0459268b965fb0ab2e2471ce95551908ba60c3345c15b759000d00b.png
2026-01-21T11:31:37.256,n9556494,Browser,Edge,clickTextField,,,,,"1371,437",,,,,,,,,,,,GGDBl,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,GGDBl,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelFirstName', 'id': 'GGDBl', 'name': 'GGDBl', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""GGDBl"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[3]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-37_c377013bcdf83ec09a4a67b8ada3639d47a06009bceb1d41ae6a6173bd4e5a53.png
2026-01-21T11:31:37.545,n9556494,Browser,Edge,paste,,,,"Jane
2026-01-21T11:31:38.589,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,GGDBl,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,GGDBl,,Jane,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelFirstName', 'id': 'GGDBl', 'name': 'GGDBl', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""GGDBl"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[3]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-38_a6089b0fe56cba3a3859739b4c00b576018f2416d0dc82fab9b830423ebe2abe.png
2026-01-21T11:31:39.318,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,Dorsey,B3,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-39_2da8de86334558f7d46f92ee122f496e423a750a55bf4cb2db0aa2ea965a9623.png
2026-01-21T11:31:43.049,n9556494,Browser,Edge,clickTextField,,,,,"1365,519",,,,,,,,,,,,hv7a0,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,hv7a0,,,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelLastName', 'id': 'hv7a0', 'name': 'hv7a0', 'class': 'ng-untouched ng-pristine ng-invalid', 'parentNodeTitle': ''}","id(""hv7a0"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[4]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-43_96e63c353b1504949dcc99b838a0c4aea88fa9fd67ef83db7cad8fdc220663e8.png
2026-01-21T11:31:43.308,n9556494,Browser,Edge,paste,,,,"Dorsey
2026-01-21T11:31:44.654,n9556494,Browser,Edge,changeField,,,,,,,,,,,,,,,,,hv7a0,,,https://rpachallenge.com/,,,,,,,,,,,INPUT,text,hv7a0,,Dorsey,,,,,,"{'_ngcontent-c2': '', 'ng-reflect-name': 'labelLastName', 'id': 'hv7a0', 'name': 'hv7a0', 'class': 'ng-untouched ng-dirty ng-valid'}","id(""hv7a0"")",/HTML[1]/BODY[1]/APP-ROOT[1]/DIV[2]/APP-RPA1[1]/DIV[1]/DIV[2]/FORM[1]/DIV[1]/DIV[4]/RPA1-FIELD[1]/DIV[1]/INPUT[1],screenshots\2026-01-21_11-29-48\2026-01-21_11-31-44_7d7bb2f7d4790577a2a7b9920a9f5945aa4ef447159e5dc6330cb5c1af2e9469.png
2026-01-21T11:31:45.419,n9556494,MicrosoftOffice,Microsoft Excel,getCell,,,,,,challenge.xlsx,Sheet1,,,MediCare,C3,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenshots\2026-01-21_11-29-48\2026-01-21_11-31-45_ffb6b14938d8685ff8c5eb986ed5da7943d6e9af0bd03a5ce94280b987663af3.png
